user_id,game_name,rate
151603712,The Elder Scrolls V Skyrim,5
151603712,Fallout 4,5
151603712,Spore,1
151603712,Fallout New Vegas,1
151603712,Left 4 Dead 2,1
151603712,HuniePop,1
151603712,Path of Exile,1
151603712,Poly Bridge,1
151603712,Left 4 Dead,1
151603712,Team Fortress 2,1
151603712,Tomb Raider,1
151603712,The Banner Saga,1
151603712,Dead Island Epidemic,1
151603712,BioShock Infinite,1
151603712,Dragon Age Origins - Ultimate Edition,1
151603712,Fallout 3 - Game of the Year Edition,1
151603712,SEGA Genesis & Mega Drive Classics,1
151603712,Grand Theft Auto IV,1
151603712,Realm of the Mad God,1
151603712,Marvel Heroes 2015,1
151603712,Eldevin,1
151603712,Dota 2,1
151603712,BioShock,1
151603712,Robocraft,1
151603712,Garry's Mod,1
151603712,Jazzpunk,1
187131847,Dota 2,1
59945701,Ultra Street Fighter IV,5
59945701,FINAL FANTASY XIII,5
59945701,The Elder Scrolls V Skyrim,5
59945701,Sid Meier's Civilization V,2
59945701,L.A. Noire,1
59945701,Company of Heroes Tales of Valor,1
59945701,7 Days to Die,1
59945701,Divekick,1
59945701,FINAL FANTASY VII,1
59945701,Orcs Must Die! 2,1
59945701,Killing Floor,1
59945701,Company of Heroes,1
59945701,Bastion,1
59945701,Undertale,1
59945701,Counter-Strike Global Offensive,1
59945701,Orcs Must Die!,1
59945701,THE KING OF FIGHTERS XIII STEAM EDITION,1
59945701,GUILTY GEAR XX ACCENT CORE PLUS R,1
59945701,Skullgirls,1
59945701,Assassin's Creed II,1
59945701,Company of Heroes Opposing Fronts,1
59945701,Team Fortress 2,1
53875128,Grand Theft Auto V,5
53875128,Insurgency,5
53875128,Left 4 Dead 2,5
53875128,METAL GEAR SOLID V THE PHANTOM PAIN,5
53875128,S.T.A.L.K.E.R. Shadow of Chernobyl,5
53875128,S.T.A.L.K.E.R. Call of Pripyat,4
53875128,Saints Row The Third,2
53875128,Far Cry 3,2
53875128,S.T.A.L.K.E.R. Clear Sky,2
53875128,Rocket League,2
53875128,Assassin's Creed II,2
53875128,Far Cry 4,2
53875128,Prototype,2
53875128,Space Pirates and Zombies,2
53875128,Dying Light,2
53875128,Just Cause 2,2
53875128,Mirror's Edge,2
53875128,Mad Max,2
53875128,Portal 2,2
53875128,Deus Ex Human Revolution,2
53875128,Middle-earth Shadow of Mordor,2
53875128,RUNNING WITH RIFLES,2
53875128,Deus Ex Human Revolution - Director's Cut,2
53875128,Batman Arkham City GOTY,2
53875128,Tropico 4,1
53875128,Cave Story+,1
53875128,Dust An Elysian Tail,1
53875128,F.E.A.R.,1
53875128,South Park The Stick of Truth,1
53875128,Sleeping Dogs,1
53875128,Watch_Dogs,1
53875128,Saints Row IV,1
53875128,DayZ,1
53875128,Half-Life 2,1
53875128,Reassembly,1
53875128,Sid Meier's Civilization III Complete,1
53875128,The Talos Principle,1
53875128,DiRT 3,1
53875128,FTL Faster Than Light,1
53875128,Bastion,1
53875128,Age of Empires II HD Edition,1
53875128,Batman Arkham Asylum GOTY Edition,1
53875128,Gunpoint,1
53875128,Rebuild 3 Gangs of Deadsville,1
53875128,Recettear An Item Shop's Tale,1
53875128,Metro 2033,1
53875128,Monaco,1
53875128,Fallout New Vegas,1
53875128,Overgrowth,1
53875128,Assassin's Creed III,1
53875128,Ori and the Blind Forest,1
53875128,Far Cry 3 Blood Dragon,1
53875128,Burnout Paradise The Ultimate Box,1
53875128,PROTOTYPE 2,1
53875128,Game Dev Tycoon,1
53875128,Sniper Elite 3,1
53875128,Gratuitous Space Battles,1
53875128,Sid Meier's Civilization V,1
53875128,Rogue Legacy,1
53875128,Plague Inc Evolved,1
53875128,From Dust,1
53875128,Next Car Game Wreckfest,1
53875128,Rivals of Aether,1
53875128,Half-Life 2 Episode Two,1
53875128,Rise of Nations Extended Edition,1
53875128,Nidhogg,1
53875128,Spec Ops The Line,1
53875128,Dishonored,1
53875128,Half-Life 2 Episode One,1
53875128,Wolfenstein The New Order,1
53875128,Distance,1
53875128,Epic Battle Fantasy 4,1
53875128,Metro Last Light,1
53875128,Miasmata,1
53875128,Dead Space,1
53875128,Hotline Miami,1
53875128,NOT A HERO,1
53875128,Receiver,1
53875128,Crypt of the NecroDancer,1
53875128,Portal,1
53875128,F.E.A.R. 2 Project Origin,1
53875128,NaissanceE,1
53875128,SteamWorld Dig,1
53875128,Kairo,1
53875128,SNOW,1
53875128,The Binding of Isaac,1
53875128,LEGO The Lord of the Rings,1
53875128,METAL GEAR RISING REVENGEANCE,1
53875128,Starpoint Gemini 2,1
53875128,The Vanishing of Ethan Carter,1
53875128,Goat Simulator,1
53875128,Mass Effect,1
53875128,Arma 2 Operation Arrowhead,1
53875128,METAL GEAR SOLID V GROUND ZEROES,1
53875128,Banished,1
